20221019-153540:8,1.1
20221019-153541:8,3.9
20221019-153542:8,1.4
20221019-153543:8,0.4
20221019-153544:8,2.5
20221019-153545:8,1.5
20221019-153546:8,1.7
20221019-153547:8,0.6
20221019-153548:8,0.8
20221019-153549:8,6.6
20221019-153550:8,1.1
20221019-153551:8,0.8
20221019-153552:8,0.8
20221019-153553:8,0.4
20221019-153554:8,1.0
20221019-153555:8,0.2
