20221019-153644:8,3.2
20221019-153645:8,2.7
20221019-153646:8,0.6
20221019-153647:8,1.6
20221019-153648:8,0.0
20221019-153649:8,0.0
20221019-153650:8,3.5
20221019-153651:8,0.2
20221019-153652:8,0.4
20221019-153653:8,1.8
20221019-153654:8,0.2
20221019-153655:8,0.4
20221019-153656:8,1.0
20221019-153657:8,1.4
